Country Name;Country Code;Series Name;Series Code;1960 [YR1960];1961 [YR1961];1962 [YR1962];1963 [YR1963];1964 [YR1964];1965 [YR1965];1966 [YR1966];1967 [YR1967];1968 [YR1968];1969 [YR1969];1970 [YR1970];1971 [YR1971];1972 [YR1972];1973 [YR1973];1974 [YR1974];1975 [YR1975];1976 [YR1976];1977 [YR1977];1978 [YR1978];1979 [YR1979];1980 [YR1980];1981 [YR1981];1982 [YR1982];1983 [YR1983];1984 [YR1984];1985 [YR1985];1986 [YR1986];1987 [YR1987];1988 [YR1988];1989 [YR1989];1990 [YR1990];1991 [YR1991];1992 [YR1992];1993 [YR1993];1994 [YR1994];1995 [YR1995];1996 [YR1996];1997 [YR1997];1998 [YR1998];1999 [YR1999];2000 [YR2000];2001 [YR2001];2002 [YR2002];2003 [YR2003];2004 [YR2004];2005 [YR2005];2006 [YR2006];2007 [YR2007];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017];2018 [YR2018];2019 [YR2019];2020 [YR2020];2021 [YR2021];2022 [YR2022]
Sao Tome and Principe;STP;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;52.9;51.45824432;52.52682495;53.59386063;54.66636658;55.75134659;56.85557938;57.98065567;59.12295151;56.9;61.44387054;62.61481094;57.9;64.95846558;68.6;67.30618286;69.3609314;74.27;71;75.12294769;76.81360626;78.45111084;..
Sao Tome and Principe;STP;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;40.06101987;36.48583596;37.44922192;38.40327602;39.37965085;40.39053302;41.44224971;42.54044791;43.6880152;34.14178241;46.15338301;47.48116075;42.76648923;50.38518044;52.41335131;53.79639861;58.61878171;76.19549771;55.74172306;68.24075447;71.00906002;73.71914934;..
Sao Tome and Principe;STP;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.386395553;0.377790777;0.352572265;0.350283191;0.356634473;0.35693621;0.350781319;0.345063056;0.364832964;0.359641205;0.372267142;0.365791957;0.389079091;0.428584436;0.472424967;0.494804552;0.492985367;0.481615591;0.508608997;0.526587622;0.564407208;0.540194793;0.624986837;0.626041898;0.603553472;0.61454625;0.628933891;0.646042031;0.650598077;0.653311525;0.64535014;..;..
Sao Tome and Principe;STP;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.360188168;8.291519461;3.537905944;6.61462475;8.866109359;3.641471852;6.22878507;3.302414143;1.448434005;1.999449509;2.94292216;5.119700883;4.906209873;1.539692169;5.17682175;4.112968607;4.378139399;2.014319343;2.624859495;1.899298913;0.065282438
Sao Tome and Principe;STP;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;40.31545639;..;..;..;..;..;..;..;..;..;26.71229935;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.737299919;..;..;..;..;..;..;..;..;..;..;..;3.2;..;..;3.2;..;..;..;..;2.9;..;..;..;..;..;..;..;..;..;..;..
Sao Tome and Principe;STP;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32.96963431;33.15632172;33.31413763;33.48045883;33.67457303;33.90787592;34.09491607;34.31776232;34.55573843;34.76089966;34.92190451;35.01184963;35.02661887;34.95636386;34.85855402;34.74249976;34.75631855;34.77045759;34.77199883;34.76302389;34.75664949;34.72564866;34.66886755;34.60782386;34.58276334;34.61003446;34.68903234;34.81411564;34.97834851;35.15531223;35.11954426;35.3289905;35.47480371
Saudi Arabia;SAU;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;100;99.99820709;100;100;100;100;100;100;100;100;100;100;100;100;99.9;99.97;99.89;99.99;99.99;100;..
Saudi Arabia;SAU;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;..
Saudi Arabia;SAU;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10.70951816;11.28388289;11.69073597;11.38895829;11.23501214;10.84398595;11.21325401;11.03764364;11.42497917;11.40049387;11.58631277;11.50434741;12.03404526;12.30314813;12.67398501;12.92310028;13.21498712;13.43244267;14.20375355;14.27220886;15.16838627;15.38139849;15.97801577;15.98391907;16.82523613;17.25779307;16.7951031;16.0777919;15.06550049;14.70301665;14.26658537;..;..
Saudi Arabia;SAU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;..;..;..;..;..;..;..;..;6.037886549;58.64733065;20.51221675;22.93064025;24.17052854;16.22806527;-8.928614314;17.8209742;7.093359899;-5.219726067;11.91943156;5.652457601;1.943004458;-20.72988831;-16.05138621;-4.661451926;-9.794502265;17.01274626;-6.632496015;13.10931294;-0.503015881;15.19342589;15.00788025;3.987540164;-1.363741432;0.55872019;0.212091345;2.637424215;1.103782052;2.893362521;-3.763285218;5.625416146;-1.210743868;-2.819174403;11.24206139;7.958441666;5.573850122;2.788402224;1.847130255;6.249772752;-2.059249189;5.039492888;10.99376163;5.427394266;2.850342991;4.027651215;4.690145073;2.363074579;-0.069698016;2.762243738;0.832280327;-4.341387678;4.326104676;8.680736102
Saudi Arabia;SAU;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;0.774723947;..;..;..;..;..;..;..;..;..;1.181399941;..;..;..;..;..;..;..;..;..;..;1.458199978;..;..;..;..;..;..;..;..;2.496400118;..;..;..;..;..;..;2.299999952;..;..;2.3;..;2.24;2.24;2.24;2.25;2.3;2.2;2.21;2.17;2.2;2.14;2.09;2.2;2.65;2.2;2.23;2.24;..;..;..;..;..
Saudi Arabia;SAU;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10.62585646;10.42863009;10.35049926;10.6539615;10.98521742;11.33383905;11.71244985;12.08951324;12.46554307;12.8172879;12.25689676;12.11516331;12.15103018;12.53999583;13.008444;13.566974;14.16082246;13.9921733;13.9119096;13.78186205;14.49543054;15.18364683;15.34026109;15.03574866;15.19408395;15.79772152;16.13304615;14.29536595;15.4490116;16.57696265;19.46642056;18.7468286;18.87255042
Senegal;SEN;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;26;27.19048691;28.85719109;30.52117729;32.2;33.83826828;36.2;37.74;38.8890152;36.8;41.93730164;36.8;47.1;49.9;48.14943314;49.74806976;53.5;56.5;56.5;56.5;57;61;60.5;64.5;61.7;66;70.4;64.3;67.9753418;..
Senegal;SEN;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.874661673;2.071640547;3.916077591;5.766491962;7.84425288;9.493894373;11.61952226;12.81023615;15.28492002;11.25070541;18.57614551;8.685140544;23.26792834;25.37206566;24.542701;26.08405304;30.61138111;34.85214709;31.71886936;32.47685361;31.78064679;41.01495574;38.13572922;44.50023711;35.37255288;41.42455724;47.82383805;38.60549542;43.425098;..
Senegal;SEN;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.308691573;0.301084987;0.322063514;0.305689552;0.309635372;0.319854284;0.331014359;0.355188217;0.388424111;0.417858655;0.418753073;0.448318363;0.449820498;0.429958147;0.503818645;0.516326824;0.494469381;0.536334336;0.542081908;0.546632566;0.560744785;0.588029711;0.563383773;0.589383333;0.613587045;0.646794576;0.686906343;0.646584895;0.653397076;0.768574984;0.649800561;..;..
Senegal;SEN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;2.993448256;-0.136235361;1.864478569;3.883927102;1.332189491;2.876760975;-1.219792865;6.290773531;-6.554142923;8.562045515;-0.14044944;6.383208916;-5.583240108;4.200775526;7.535662599;8.920503704;-2.682905305;-3.95393126;7.001685613;3.987761972;5.18022967;8.010384371;-5.647460281;3.935842443;3.463084465;3.126985549;6.255863407;-0.816575488;3.973783315;-0.746282224;2.659962657;1.320233037;1.360213007;-0.047520949;5.468584858;2.019977209;3.045601035;5.898479318;6.28330825;3.887210958;4.310851466;0.068696575;5.593950945;4.643293937;4.310238526;2.330770983;2.827119201;3.703169064;2.752104485;3.390889253;1.33409108;4.002995551;2.412385276;6.224074438;6.367043651;6.356068572;7.407486186;6.209241034;4.613628098;1.342073773;6.539673726;4.153856494
Senegal;SEN;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;1.313147187;..;..;..;..;..;..;..;..;..;1.298499942;..;..;..;..;1.290099978;..;..;..;..;..;..;..;..;..;..;..;..;..;0.523999989;0.729600012;..;..;..;0.247500002;..;0.449999988;..;0.400000006;..;..;..;..;..;..;..;..;0.1;0.3;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Senegal;SEN;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32.17531786;32.28354237;32.39659365;32.52557223;32.69428353;32.91735493;33.04864056;33.237412;33.4593492;33.68383187;33.89682386;34.05143895;34.20439348;34.35720967;34.50116639;34.62858902;34.70717329;35.15017965;35.60931699;36.08378233;36.57618669;37.08357032;37.60750633;38.15204825;38.70099301;39.24899428;40.48991491;40.35934748;39.18964467;38.58930127;38.55065846;38.72142295;38.97623369
Serbia;SRB;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;99.8524704;99.80686951;100;99.69704437;99.6468277;99.69072165;99.59059143;99.59294128;99.61251831;99.64548492;99.718398;99.73621368;99.78630066;99.92;99.66079793;99.9;99.94739532;100;99.99190521;99.8;100;100;..
Serbia;SRB;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;100;99.9119794;99.83916374;99.60444043;99.71454035;99.67249586;99.64426546;99.62912204;99.53762396;99.63562368;99.62933069;99.90754374;99.4658765;99.9;99.88151681;100;99.98205153;99.67137633;100;100;..
Serbia;SRB;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8.160624835;6.872683209;6.389679672;5.609673702;5.122178294;5.942777499;6.913563165;7.537206933;7.569454309;5.40736494;5.851965836;6.158754266;6.642040135;7.112272279;7.704822503;6.811809371;7.152196789;6.97189585;6.778829265;6.402955303;6.460167791;7.081766506;6.360565389;6.486829109;5.466697221;6.399950503;6.607094434;6.743135953;6.615354386;6.627579916;6.714517172;..;..
Serbia;SRB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.264082643;7.207379839;3.340877358;-9.424161606;6.13181309;6.878774765;6.380405304;4.387757023;9.028196928;5.530347121;5.107790141;6.439525554;5.655576622;-2.731751989;0.731044553;2.036276689;-0.681542369;2.892636734;-1.58951032;1.806059265;3.338586765;2.101163847;4.495121293;4.331734906;-0.903218502;7.725947777;2.54995557
Serbia;SRB;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.9;5.54;5.35;5.34;5.35;5.4;5.43;5.44;5.5;5.52;5.58;5.59;5.61;..;..;..;..;..
Serbia;SRB;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;43.87894762;43.88904526;43.89924097;43.89026638;43.85866399;43.82738614;43.80305349;43.7953201;43.81557167;43.88641216;43.89565351;43.89463584;43.88897669;43.86137512;43.81749968;43.76783158;43.73817634;44.27539029;44.34844215;44.27369558;44.00454828;43.75675724;43.75964676;43.99271662;44.25756036;44.19894454;44.70569439;44.96301641;44.85997571;45.0852508;45.03672718;45.18116673;45.29149932
Seychelles;SYC;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;90;92.17365265;92.55249023;92;93.29929352;93.66580963;94.13495636;94.41283417;96.1;94.94995117;95.22320557;95.50894165;99;96.13974762;96.48279572;96.8392334;97;98.07955933;98.29730225;98;100;100;100;100;100;100;100;100;..
Seychelles;SYC;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;81.30512813;85.508411;86.16660828;84.98026731;87.50867474;88.19623292;89.50786558;90.02941248;93.42376181;91.03948987;91.54264181;92.05450682;99.21592622;93.12994385;93.69648665;94.28166527;94.39640035;96.44165696;96.6787338;96.15267032;100;100;100;100;100;100;100;100;..
Seychelles;SYC;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.204094552;2.487258479;2.490001837;2.606120161;2.794959908;2.70769149;3.123650497;3.594200649;3.731324354;3.834100236;3.620071243;3.986355016;4.207923749;4.136214832;4.646256441;4.609090251;4.598108747;4.756976703;4.802428815;5.135283741;4.942631169;4.668290619;4.798251475;4.582596805;4.998960146;5.350089382;5.973995796;5.954529804;6.22455096;6.097823303;6.080518373;..;..
Seychelles;SYC;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;-4.882276361;8.408581272;10.13560296;5.919246456;-1.060571097;13.89650757;0.504739463;7.553235639;0;8.871869865;15.85177574;6.308307966;9.054186312;1.302849676;3.177405072;16.27764772;-6.190226813;21.15169252;15.79434062;-5.100677001;-3.87678311;-2.071074418;-0.616235246;4.305622878;10.29374164;0.761946632;4.874552383;5.326410386;10.28565461;7.454766319;2.760426263;7.173043954;7.303370768;-2.436568811;0.485036699;9.997945952;12.19364175;2.467440935;1.872005109;4.253198349;-2.271162886;1.212832903;-5.887128488;-2.850453977;9.005761737;9.406128557;8.876066456;-2.725946262;-2.479375947;4.505132043;9.509783352;3.110678494;1.253734962;4.063691812;4.194586924;5.104826829;2.786710338;3.70668006;4.876985664;-7.728394412;5.426822752;9.000307367
Seychelles;SYC;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;7.098321438;..;..;..;..;..;..;..;..;..;6.492499828;..;..;..;..;4.949699879;..;..;..;..;..;..;..;..;..;4.822000027;..;..;..;6.283299923;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.7;..;..;3.9;..;3.6;..;..;..;..;..;..;..;..;..;..;..
Seychelles;SYC;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Sierra Leone;SLE;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7.728399277;8.473939896;9.210932732;9.946386337;16.8;11.33248552;12.21335125;13.00684071;12.1;14.64165497;11.46217307;14.2;17.1558876;13.5;18.82936859;19.65861702;20.3;23.4;26.1;22.7;26.3106842;27.49404907;..
Sierra Leone;SLE;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9.672937595;..;..;0.618291252;..;0.986757402;..;..;1.487221471;..;1.759302241;1.87185519;1.64035719;5.351360074;6.431509813;1.500845899;4.722244048;4.920325259;..
Sierra Leone;SLE;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.073519416;0.078183368;0.075670116;0.076239225;0.081229158;0.054623465;0.071468497;0.052031451;0.055663234;0.044065611;0.072708361;0.09110382;0.09680721;0.102861066;0.096253087;0.078563041;0.101656278;0.084725743;0.085275314;0.082717743;0.087032202;0.111139929;0.125902489;0.148000125;0.15931238;0.148261607;0.156233466;0.145879586;0.132764622;0.129094346;0.127277607;..;..
Sierra Leone;SLE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;1.80904355;4.540967064;1.699715173;6.685238791;7.180155792;1.699999998;0.036281553;2.019923833;8.525446802;8.62049324;3.465916492;0.90023465;2.25661825;3.49982832;1.669216524;-0.449176342;0.04667581;2.406332166;4.511265607;4.843503756;2.881428565;4.781755535;-2.102801617;4.093034267;-5.311340498;1.236046911;7.231268731;-7.08;0.729999999;3.349997984;2.351961409;-19.01290991;1.374550091;-1.947385129;-7.999752327;1.753820105;-5.877080789;1.785012795;-1.979286874;6.652729659;-6.345455403;26.52413489;9.483631486;6.478846016;4.35349995;4.283110445;7.976565334;5.435893044;3.209431562;6.637492458;6.009831046;15.20174827;21.07901416;4.559253533;-20.49107411;6.346727852;3.753803214;3.47290262;5.253746313;-1.968486891;4.104700089;3.457539856
Sierra Leone;SLE;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;0.772869229;..;..;..;..;..;..;..;..;..;0.925499976;..;..;..;..;0.906899989;..;..;..;..;1.21449995;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.4;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Sierra Leone;SLE;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;51.1959674;51.06226105;50.96141316;50.89861671;50.87098675;50.86817687;50.80854742;50.80154314;50.85298952;50.96061521;50.98699591;50.94869714;50.93064367;50.91851212;50.6998106;50.61169741;50.5188418;50.42487592;50.3332662;50.24084406;50.14823379;50.05634271;49.96635318;49.8759942;49.7879779;49.32970244;48.86226462;48.38341751;47.89710061;48.08196059;48.06306628;48.06708382;48.07942518
Singapore;SGP;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;..
Singapore;SGP;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;..
Singapore;SGP;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9.507300635;9.720603888;9.72263579;10.91429501;11.10800433;10.66302625;10.49392705;10.0530079;9.433432819;9.549064181;10.45647507;10.15736542;9.887762066;9.273223218;9.508518085;8.650599822;8.445470894;8.343723215;7.939751159;7.785710605;8.354508373;8.636110044;8.224530474;8.133169555;8.117137172;8.208109049;8.019891274;8.432299827;8.018212077;7.918410385;7.686683702;..;..
Singapore;SGP;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;8.137529508;7.553444181;10.04017331;-3.103168156;7.834260465;10.18009531;12.50861275;13.52699422;13.83382512;13.942003;12.41343716;13.31556261;10.60300302;6.117404371;3.988738626;7.437166818;6.852442394;7.777181954;9.55444874;10.11337211;10.8159233;7.102144849;8.554482106;8.792286239;-0.62270165;1.342810414;10.79793247;11.26359213;10.15882864;9.820899557;6.68839754;6.639805569;11.45965088;11.09568931;7.175401121;7.47139086;8.316209111;-2.191015006;5.718371757;9.038316326;-1.070862751;3.923360767;4.548255426;9.939982684;7.366322393;9.006766079;9.021519513;1.863483455;0.127953383;14.51974971;6.214934169;4.435497594;4.817630991;3.935540277;2.976799316;3.601656039;4.544728218;3.57543271;1.331261327;-3.901053402;8.882353997;3.646972071
Singapore;SGP;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;4.392466545;..;..;..;..;..;..;..;..;..;3.698299885;..;..;..;..;3.333300114;..;..;..;..;3.956500053;3.907999992;..;..;..;..;..;..;..;..;3.607800007;3.547199965;3.451400042;3.642699957;3.56520009;..;..;..;..;..;..;2.900000095;..;2.8;..;3.2;3.2;3.22;3.1;..;..;2;..;2.19;2.24;2.4;2.48;2.49;..;..;..;..;..
Singapore;SGP;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36.90617433;37.06476115;37.23694686;37.56205269;37.82885916;38.14497849;38.38358288;38.56345158;38.22219438;38.59282754;38.77909275;39.12517082;39.01481632;39.69369441;40.2260657;40.55944991;40.60825391;40.51540697;40.43498215;40.37532238;40.41438526;40.60843506;40.86377872;41.03349264;41.35564531;41.67820353;41.81682137;41.60399956;41.79483435;42.17541838;42.27905477;42.87610458;42.80806711
Sint Maarten (Dutch part);SXM;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;99.9613266;99.9201355;99.8680954;99.80990601;99.75718689;99.71694183;99.69594574;99.69579315;99.71286774;99.74332428;100;100;100;100;100;100;100;100;100;100;100;100;..
Sint Maarten (Dutch part);SXM;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;..
Sint Maarten (Dutch part);SXM;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Sint Maarten (Dutch part);SXM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.199994022;4.600002996;1.39054667;1.306727883;1.580384638;0.105811101;0.967761367;-7.535214671;-6.856984127;10.9649995;-13.31678787;4.577598003;9.8
Sint Maarten (Dutch part);SXM;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Sint Maarten (Dutch part);SXM;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Slovak Republic;SVK;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;99.99891663;99.99105835;99.96805573;99.93209839;99.8885498;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;..
Slovak Republic;SVK;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;..
Slovak Republic;SVK;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10.3434357;9.03932537;8.689172662;8.322509227;7.800115631;7.902015648;7.848737503;7.852724291;7.680804583;7.535201871;7.065165754;7.171956473;7.079416587;7.133544027;6.967339751;7.16912035;7.048747323;6.919612207;6.896373516;6.295273695;6.571950882;6.319835714;5.981808125;6.081287651;5.617285785;5.670137972;5.799847463;6.173022221;6.059571809;5.6897073;5.319054808;..;..
Slovak Republic;SVK;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.901328124;6.205531203;5.843494234;6.619898121;5.925837084;4.076097479;-0.105914962;1.166526518;3.253783981;4.509444138;5.499083077;5.278880718;6.623461259;8.493176745;10.83202881;5.574886345;-5.455532867;6.71663275;2.671452779;1.318802246;0.632740007;2.697189807;5.167181606;1.943950861;2.938068678;4.030389714;2.511256198;-3.335498887;4.789146459;1.75044814
